unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
602_entertainment,602,Update,2020-04-05 22:04:28,No,ITA,Italy,ITA.5_1,Campania,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-09,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/14gj12vdphk9b68/602_entertainment_closed.pdf?dl=1,Unverified
602_retail,602,Update,2020-04-05 22:05:27,No,ITA,Italy,ITA.5_1,Campania,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-22,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/og72rnuaur4ixzr/602_store_closed.pdf?dl=1,Unverified
602_gathering_size,602,Update,2020-04-05 22:06:03,No,ITA,Italy,ITA.5_1,Campania,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-09,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/ogzfaqkf6eacigv/602_social_group_limits.pdf?dl=1,Unverified
602_testing_asymp,602,Update,2020-04-05 22:07:09,No,ITA,Italy,ITA.5_1,Campania,NA,NA,testing_asymp,Testing of asymptomatic individuals,2020-03-09,none,Implementation Suspended,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/4xu58qoo69009no/602_testing_asymp.pdf?dl=1,Unverified
602_enforcement,602,Update,2020-04-05 22:07:36,No,ITA,Italy,ITA.5_1,Campania,NA,NA,enforcement_deployed,Military and police deployment,2020-03-09,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/s4vbt7js5168r96/602_enforcement_deployed.pdf?dl=1,Unverified
602_emergency,602,Update,2020-04-05 22:07:55,No,ITA,Italy,ITA.5_1,Campania,NA,NA,state_of_emergency,State of emergency,2020-03-09,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/oamickrxfy104u8/602_state_of_emergency.pdf?dl=1,Unverified
602_restaurant_closed,602,Update,2020-04-05 22:04:50,No,ITA,Italy,ITA.5_1,Campania,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-09,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/vvoq8r43hkd1okf/602_restaurant_closed.pdf?dl=1,Unverified
603_nursery_school,603,Update,2020-04-05 22:16:39,No,ITA,Italy,ITA.6_1,Emilia-Romagna,NA,NA,school_closed,Nursery school closures,2020-03-04,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/z5861myv601q3p6/603_school_closed.pdf?dl=1,Verified
603_longterm_care,603,Update,2020-04-05 22:17:14,No,ITA,Italy,ITA.6_1,Emilia-Romagna,NA,NA,nursing_home_closed,Nursing home/long-term care closures,2020-03-04,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/kdlv3ygmh9i0r3t/603_nursing_home_closed.pdf?dl=1,Verified
603_gathering_size,603,Update,2020-04-05 22:22:27,No,ITA,Italy,ITA.6_1,Emilia-Romagna,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-09,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/0h9jfxobyywh76e/603_social_group_limits.pdf?dl=1,Verified
603_enforcement,603,Update,2020-04-05 22:23:28,No,ITA,Italy,ITA.6_1,Emilia-Romagna,NA,NA,enforcement_deployed,Military and police deployment,2020-03-09,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/ykl41e19g7jo3gu/603_enforcement_deployed.pdf?dl=1,Verified
603_restaurant_closed,603,Update,2020-04-05 22:20:30,No,ITA,Italy,ITA.6_1,Emilia-Romagna,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-09,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/3o5vbf5fkpfcnru/603_restaurant_closed.pdf?dl=1,Verified
604_emergency,604,Update,2020-04-05 23:44:06,No,CHN,China,CHN.22_1,Shaanxi,NA,NA,state_of_emergency,State of emergency,2020-01-25,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,"It is actually called Toplevel Public Health Emergency Response () in China. It allows mandatory control measures including no gathering, school closure, limiting acrossprovince travel.",http://sxwjw.shaanxi.gov.cn/art/2020/1/25/art_9_67421.html,https://www.dropbox.com/s/8h26x7a8yz5mx5e/604_state_of_emergency.pdf?dl=1,Unverified
605_quar_travel,605,Update,2020-04-05 22:57:58,No,CHN,China,CHN.2_1,Beijing,NA,NA,quar_iso,Quarantine of travelers,2020-01-28,required,Strongly Implemented,NA,required,NA,NA,14,NA,"People, who traveled to Hubei Province or contact people living in Hubei Province in last 14 days, are supposed to report their health status to their community and start 14day quarantine and medical investigation as soon as their arrival in Beijing.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200128_1621466.html,https://www.dropbox.com/s/y4sgy9wthkv63jt/605_quar_iso.pdf?dl=1,Verified
606_screening_air,606,Update,2020-04-05 23:35:45,No,CHN,China,CHN.2_1,Beijing,NA,NA,symp_screening,Symptom screening when entering by air,2020-01-27,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,"People who travelled to Hubei Province or contacted residents in Hubei Province in the last 14 days are required 14day homebased quarantine and medical investigation. During the 14day medical investigation, temperature monitoring should be practiced twice a day and symptoms including fever, fatigue, dry cough should be reported immediately. People showing the symptoms above will be sent to the nearest fever clinic.People who travelled from other provinces must take temperature measurements before entering Beijing. Travellers with abnormal temperatures will be sent to the nearest fever clinic. Travellers will normal temperatures are recommended to selfmonitor their temperatures and other health indications for 14 days.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200128_1621466.html,https://www.dropbox.com/s/ocmb98z7d5f6l8z/606_symp_screening.pdf?dl=1,Verified
606_symp_scrn_land,606,Update,2020-04-05 23:35:45,No,CHN,China,CHN.2_1,Beijing,NA,NA,symp_screening,Symptom screening when entering by land,2020-01-27,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,"People who travelled to Hubei Province or contacted residents in Hubei Province in the last 14 days are required 14day homebased quarantine and medical investigation. During the 14day medical investigation, temperature monitoring should be practiced twice a day and symptoms including fever, fatigue, dry cough should be reported immediately. People showing the symptoms above will be sent to the nearest fever clinic.People who travelled from other provinces must take temperature measurements before entering Beijing. Travellers with abnormal temperatures will be sent to the nearest fever clinic. Travellers will normal temperatures are recommended to selfmonitor their temperatures and other health indications for 14 days.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200128_1621466.html,https://www.dropbox.com/s/ocmb98z7d5f6l8z/606_symp_screening.pdf?dl=1,Verified
606_symp_scrn_within,606,Update,2020-04-05 23:35:45,No,CHN,China,CHN.2_1,Beijing,NA,NA,symp_screening,Symptom screening at checkpoints within borders,2020-01-27,recommended,Partially Implemented,geographic subpopulation,recommended,NA,NA,NA,NA,"Public places including hotels, restaurants, cultural and entertainment venues, malls and supermarkets, public transits are recommended to screening temperature at the entrance. Entering can be rejected for people who reject temperature screening or show abnormal temperatures. Temperature monitoring is highly recommended to institutions including nursing home/longterm care, child welfare home, primary schools, high schools and preschool care.",http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200128_1621466.html,https://www.dropbox.com/s/ocmb98z7d5f6l8z/606_symp_screening.pdf?dl=1,Verified
610_border_in_air,610,Update,2020-04-06 02:40:50,No,IND,India,IND.12_1,Haryana,NA,NA,closed_border,Border closures for entering by air,2020-03-22,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"all international flights barred at IGI airport New Delhi, which falls in Gurugram district of Haryana","http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Haryana%20lockdown%20orders%20health%20department22MARCH2020.pdf

https://economictimes.indiatimes.com/news/politics-and-nation/covid-19-impact-foreign-flights-banned-curbs-likely-on-public-transport/articleshow/74712814.cms?from=mdr",https://www.dropbox.com/s/mjeg6pafzdyrucv/610_closed_border.zip?dl=1,Verified
610_border_in_land,610,Update,2020-04-06 02:40:50,No,IND,India,IND.12_1,Haryana,NA,NA,closed_border,Border closures for entering by land,2020-03-22,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Lockdown orders  7 revenue districts of the state,"http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Haryana%20lockdown%20orders%20health%20department22MARCH2020.pdf

https://economictimes.indiatimes.com/news/politics-and-nation/covid-19-impact-foreign-flights-banned-curbs-likely-on-public-transport/articleshow/74712814.cms?from=mdr",https://www.dropbox.com/s/mjeg6pafzdyrucv/610_closed_border.zip?dl=1,Verified
610_border_out_air,610,Update,2020-04-06 02:40:50,No,IND,India,IND.12_1,Haryana,NA,NA,closed_border,Border closures for leaving by air,2020-03-22,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,"all international flights suspended at IGI airport New Delhi, which falls in Gurugram district of Haryana","http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Haryana%20lockdown%20orders%20health%20department22MARCH2020.pdf

https://economictimes.indiatimes.com/news/politics-and-nation/covid-19-impact-foreign-flights-banned-curbs-likely-on-public-transport/articleshow/74712814.cms?from=mdr",https://www.dropbox.com/s/mjeg6pafzdyrucv/610_closed_border.zip?dl=1,Verified
610_border_out_land,610,Update,2020-04-06 02:40:50,No,IND,India,IND.12_1,Haryana,NA,NA,closed_border,Border closures for leaving by land,2020-03-23,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Lockdown orders extended to remaining 15 revenue districts of the stateall interstate transportation suspended,"http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Haryana%20lockdown%20orders%20health%20department22MARCH2020.pdf

https://economictimes.indiatimes.com/news/politics-and-nation/covid-19-impact-foreign-flights-banned-curbs-likely-on-public-transport/articleshow/74712814.cms?from=mdr",https://www.dropbox.com/s/mjeg6pafzdyrucv/610_closed_border.zip?dl=1,Verified
613_limit_mvt,613,Update,2020-04-06 02:55:03,No,IND,India,IND.12_1,Haryana,NA,NA,limited_mvt,Limiting movement within borders,2020-03-20,partially restricted,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,	 Intercity transport services closed in districts of Gurugram/ faridabadReduced frequency of Inter and intra state transport  bus services,"http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Directions%20Issued%20in%20the%20State%20of%20Haryana20032020.pdf


",https://www.dropbox.com/s/23rpj9yvzl3th3b/613_limited_mvt.pdf?dl=1,Verified
613_entertainment,613,Update,2020-04-06 02:58:06,No,IND,India,IND.12_1,Haryana,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA," closure of leisure, entertainment, and religious venues",http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/AllCinemaHall%20NightClubsGymsreamainClosedtill31March2020.pdf,https://www.dropbox.com/s/s78fbrskguo8ik2/613_entertainment_closed.pdf?dl=1,Verified
614_quar_other,614,Update,2020-04-06 03:10:35,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of other asymptomatic individuals,2020-04-06,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"Due to the surge of travelers to 11 popular scenic sites in Taiwan during the 4day spring break, individuals who visited at least one of the 11 announced scenic areas are advised not to go to work but to selfquarantine at home for 14 days. ",NA,https://www.dropbox.com/s/u3flnk6j561wr9v/614_quar_iso.pdf?dl=1,Verified
615_border_in_sea,615,Update,2020-04-07 02:37:55,Yes,IND,India,NA,NA,NA,NA,closed_border,Border closures for entering by sea,2020-03-10,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,International ships having travel history of to any COVID19 affected countries since 1 February 2020 not be permitted to enter any Indian port. ,https://www.mohfw.gov.in/pdf/InternationalCruiseShipsSOPforCovid19.pdf,https://www.dropbox.com/s/08cq2d14rgvk982/615_closed_border.pdf?dl=1,Verified
615_nursery_school,615,Update,2020-04-07 03:16:12,Yes,IND,India,NA,NA,NA,NA,school_closed,Nursery school closures,2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All educational, training, research, and coaching institutions to remain closed. ",https://mha.gov.in/sites/default/files/MHA%20order%20with%20addendum%20to%20Guidelines%20Dated%2024.3.2020.pdf ,https://www.dropbox.com/s/6fif44zi59uw357/615_school_closed.pdf?dl=1,Verified
615_primary_school,615,Update,2020-04-07 03:16:12,Yes,IND,India,NA,NA,NA,NA,school_closed,Primary school closures,2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All educational, training, research, and coaching institutions to remain closed. ",https://mha.gov.in/sites/default/files/MHA%20order%20with%20addendum%20to%20Guidelines%20Dated%2024.3.2020.pdf ,https://www.dropbox.com/s/6fif44zi59uw357/615_school_closed.pdf?dl=1,Verified
615_sec_school,615,Update,2020-04-07 03:16:12,Yes,IND,India,NA,NA,NA,NA,school_closed,Secondary school closures,2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All educational, training, research, and coaching institutions to remain closed. ",https://mha.gov.in/sites/default/files/MHA%20order%20with%20addendum%20to%20Guidelines%20Dated%2024.3.2020.pdf ,https://www.dropbox.com/s/6fif44zi59uw357/615_school_closed.pdf?dl=1,Verified
615_post_school,615,Update,2020-04-07 03:16:12,Yes,IND,India,NA,NA,NA,NA,school_closed,Post-secondary school closures,2020-03-25,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All educational, training, research, and coaching institutions to remain closed. ",https://mha.gov.in/sites/default/files/MHA%20order%20with%20addendum%20to%20Guidelines%20Dated%2024.3.2020.pdf ,https://www.dropbox.com/s/6fif44zi59uw357/615_school_closed.pdf?dl=1,Verified
615_limit_mvt,615,Update,2020-04-07 02:50:47,Yes,IND,India,NA,NA,NA,NA,limited_mvt,Limiting movement within borders,2020-03-25,fully restricted,Strongly Implemented,NA,NA,NA,NA,NA,NA,"All transport servicesincluding air, railway, and roadsexcept transport of essential goods, suspended. ",https://mha.gov.in/sites/default/files/Guidelines.pdf,https://www.dropbox.com/s/gjzo07ly5emi67o/615_limited_mvt.pdf?dl=1,Verified
615_offices,615,Update,2020-04-07 03:27:24,Yes,IND,India,NA,NA,NA,NA,office_closed,Office closures,2020-03-25,partially closed,Partially Implemented,other subpopulation,required,NA,NA,NA,NA,"All government officesexcept defense, central armed forces, treasury, public utilities, disaster management, power generation, post office, national informatics center, early warning systems, police, fire and emergency services, and prisonsto remain closed. ",https://mha.gov.in/sites/default/files/MHA%20order%20with%20addendum%20to%20Guidelines%20Dated%2024.3.2020.pdf ,https://www.dropbox.com/s/2qy3d4o017uhjm8/615_office_closed.pdf?dl=1,Verified
